Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 Egz.
Vardas1594 Pavardė1594 4 8 1 9 9 6 3 6 10 3 3
Vardas1595 Pavardė1595 10 4 3 1 5 9 7 8 7 9 7
Vardas1596 Pavardė1596 1 2 4 7 4 5 3 7 1 2 7
Vardas1597 Pavardė1597 6 1 3 8 4 4 10 8 9 6 5
Vardas1598 Pavardė1598 7 7 1 3 9 10 7 5 2 10 2
Vardas1599 Pavardė1599 1 10 6 1 3 7 2 10 6 5 5
Vardas1600 Pavardė1600 6 10 5 10 4 3 9 10 2 4 2
Vardas1601 Pavardė1601 5 10 5 2 4 1 10 6 7 3 3
Vardas1602 Pavardė1602 10 7 9 7 5 7 6 10 7 8 1
Vardas1603 Pavardė1603 6 7 9 7 1 1 3 7 5 10 4
Vardas1604 Pavardė1604 3 6 5 5 6 10 8 7 4 5 6
Vardas1605 Pavardė1605 4 9 7 2 2 2 2 5 10 10 4
Vardas1606 Pavardė1606 10 6 9 8 10 1 9 6 2 3 8
Vardas1607 Pavardė1607 10 5 7 9 4 1 3 6 8 1 7
Vardas1608 Pavardė1608 6 5 8 3 4 5 10 9 3 8 3
Vardas1609 Pavardė1609 3 10 3 9 6 8 2 1 1 10 6
Vardas1610 Pavardė1610 10 5 2 1 10 2 6 6 9 10 2
Vardas1611 Pavardė1611 8 2 7 10 1 9 9 4 3 6 10
Vardas1612 Pavardė1612 6 10 1 1 9 3 3 7 7 5 4
Vardas1613 Pavardė1613 4 5 3 6 2 6 3 5 10 6 1
Vardas1614 Pavardė1614 3 9 10 10 9 3 7 5 7 8 3
Vardas1615 Pavardė1615 9 2 9 8 7 9 5 4 6 4 1
Vardas1616 Pavardė1616 2 8 5 5 6 5 3 4 5 4 1
Vardas1617 Pavardė1617 9 4 3 1 6 2 10 1 8 1 1
Vardas1618 Pavardė1618 10 8 6 1 4 5 7 5 4 7 9
Vardas1619 Pavardė1619 9 4 8 1 5 10 7 7 9 1 5
Vardas1620 Pavardė1620 7 4 6 1 1 1 5 7 2 10 8
Vardas1621 Pavardė1621 8 3 2 5 4 1 8 5 8 8 6
Vardas1622 Pavardė1622 3 6 6 8 5 9 5 8 7 4 10
Vardas1623 Pavardė1623 7 1 7 10 6 1 3 7 10 4 2
Vardas1624 Pavardė1624 2 6 9 3 4 9 9 8 3 9 4
Vardas1625 Pavardė1625 10 5 8 3 1 1 4 8 4 3 1
Vardas1626 Pavardė1626 9 4 5 3 3 10 10 8 7 9 9
Vardas1627 Pavardė1627 3 1 5 9 2 10 6 1 10 2 2
Vardas1628 Pavardė1628 1 5 3 9 7 9 8 3 7 10 7
Vardas1629 Pavardė1629 6 3 3 6 2 10 3 5 6 6 9
Vardas1630 Pavardė1630 2 8 4 7 6 7 2 10 8 1 8
Vardas1631 Pavardė1631 9 5 10 9 7 6 7 6 10 1 6
Vardas1632 Pavardė1632 4 7 2 4 10 7 8 6 6 4 5
Vardas1633 Pavardė1633 8 3 6 5 3 10 2 4 1 2 1
Vardas1634 Pavardė1634 6 7 2 1 9 7 8 2 8 9 10
Vardas1635 Pavardė1635 4 8 9 8 2 5 9 9 4 6 3
Vardas1636 Pavardė1636 2 7 8 3 7 10 6 1 3 5 8
Vardas1637 Pavardė1637 10 2 2 4 6 9 1 5 9 3 7
Vardas1638 Pavardė1638 7 8 10 4 9 7 4 1 2 9 7
Vardas1639 Pavardė1639 8 10 8 1 4 3 6 7 9 4 8
Vardas1640 Pavardė1640 6 10 6 2 5 3 1 7 5 7 6
Vardas1641 Pavardė1641 8 3 8 10 9 7 9 3 4 10 6
Vardas1642 Pavardė1642 8 10 10 8 3 2 10 8 6 7 9
Vardas1643 Pavardė1643 5 3 2 9 10 5 4 2 1 4 5
Vardas1644 Pavardė1644 8 8 10 8 5 6 9 9 9 4 8
Vardas1645 Pavardė1645 8 10 5 1 10 9 2 1 4 9 2
Vardas1646 Pavardė1646 10 1 1 10 8 8 4 6 8 5 9
Vardas1647 Pavardė1647 8 4 8 10 4 7 5 9 5 3 7
Vardas1648 Pavardė1648 4 10 7 2 2 6 2 8 2 7 9
Vardas1649 Pavardė1649 9 6 6 9 3 8 5 5 8 5 3
Vardas1650 Pavardė1650 2 2 4 8 6 3 2 3 10 3 3
Vardas1651 Pavardė1651 6 3 7 10 1 4 3 8 6 3 9
Vardas1652 Pavardė1652 7 4 2 2 4 2 9 4 4 3 3
Vardas1653 Pavardė1653 7 10 3 2 7 8 10 8 7 1 6
Vardas1654 Pavardė1654 9 8 6 4 6 2 9 3 2 7 10
Vardas1655 Pavardė1655 10 6 1 6 1 3 2 2 9 10 9
Vardas1656 Pavardė1656 9 7 8 2 7 1 2 9 1 7 3
Vardas1657 Pavardė1657 1 4 5 6 4 10 5 7 10 5 1
Vardas1658 Pavardė1658 8 2 2 10 2 3 3 1 6 7 3
Vardas1659 Pavardė1659 4 10 8 3 8 8 8 3 2 4 5
Vardas1660 Pavardė1660 10 10 7 1 10 7 3 9 10 3 7
Vardas1661 Pavardė1661 7 4 8 9 3 3 1 6 8 5 3
Vardas1662 Pavardė1662 1 2 2 7 1 9 3 6 5 5 9
Vardas1663 Pavardė1663 3 4 5 3 5 4 8 5 3 8 5
Vardas1664 Pavardė1664 2 6 5 3 10 2 9 4 9 8 3
Vardas1665 Pavardė1665 1 2 1 5 4 3 8 8 1 8 6
Vardas1666 Pavardė1666 10 5 2 9 1 4 6 6 10 4 8
Vardas1667 Pavardė1667 4 7 10 2 6 6 3 10 5 9 1
Vardas1668 Pavardė1668 1 7 1 6 2 10 2 2 1 9 2
Vardas1669 Pavardė1669 9 7 5 4 7 5 5 6 9 2 6
Vardas1670 Pavardė1670 10 2 2 4 9 2 6 6 8 7 8
Vardas1671 Pavardė1671 7 5 1 4 8 5 1 9 2 5 9
Vardas1672 Pavardė1672 8 8 6 8 7 2 9 3 4 10 9
Vardas1673 Pavardė1673 2 8 4 5 4 10 4 9 5 5 1
Vardas1674 Pavardė1674 6 10 2 1 1 8 4 4 4 9 9
Vardas1675 Pavardė1675 8 3 2 10 10 5 9 5 7 3 10
Vardas1676 Pavardė1676 9 2 1 10 7 8 3 4 3 1 3
Vardas1677 Pavardė1677 6 7 7 7 9 10 10 8 10 2 3
Vardas1678 Pavardė1678 4 9 4 2 5 9 3 5 8 1 8
Vardas1679 Pavardė1679 7 6 9 3 8 8 9 1 5 7 1
Vardas1680 Pavardė1680 9 8 10 5 3 6 8 8 5 10 8
Vardas1681 Pavardė1681 8 7 4 9 7 1 8 1 10 3 9
Vardas1682 Pavardė1682 5 9 9 2 7 4 1 8 5 6 5
Vardas1683 Pavardė1683 5 6 5 3 8 10 2 3 8 10 4
Vardas1684 Pavardė1684 3 6 9 3 10 5 7 1 2 6 1
Vardas1685 Pavardė1685 4 3 10 9 4 5 7 5 8 10 4
Vardas1686 Pavardė1686 8 6 8 3 1 5 6 9 5 9 6
Vardas1687 Pavardė1687 7 2 9 5 3 7 9 6 9 1 9
Vardas1688 Pavardė1688 10 7 9 6 8 10 4 3 9 4 10
Vardas1689 Pavardė1689 3 8 1 6 8 3 9 9 8 10 9
Vardas1690 Pavardė1690 9 5 9 2 6 5 4 6 7 1 10
Vardas1691 Pavardė1691 6 8 2 1 3 7 6 5 5 4 8
Vardas1692 Pavardė1692 7 4 2 7 9 7 3 8 2 5 6
Vardas1693 Pavardė1693 1 2 10 8 7 2 7 4 10 3 5
Vardas1694 Pavardė1694 3 5 10 5 7 6 4 3 3 1 10
Vardas1695 Pavardė1695 3 4 6 2 7 1 7 8 5 10 9
Vardas1696 Pavardė1696 1 3 10 3 5 3 6 1 9 6 3
Vardas1697 Pavardė1697 7 8 4 7 5 3 7 5 1 1 8
Vardas1698 Pavardė1698 3 5 2 7 6 2 1 3 5 5 10
Vardas1699 Pavardė1699 5 4 6 9 8 2 1 2 9 1 5
Vardas1700 Pavardė1700 9 8 4 10 10 7 4 3 7 3 2
Vardas1701 Pavardė1701 8 1 7 6 3 10 4 8 10 2 10
Vardas1702 Pavardė1702 1 9 10 7 6 8 8 5 6 4 1
Vardas1703 Pavardė1703 6 5 4 5 3 4 9 9 9 5 7
Vardas1704 Pavardė1704 1 10 4 1 9 4 3 9 1 4 7
Vardas1705 Pavardė1705 3 10 6 9 5 1 4 8 2 2 4
Vardas1706 Pavardė1706 3 1 2 4 8 6 5 6 9 9 9
Vardas1707 Pavardė1707 3 5 7 4 1 1 3 6 1 9 7
Vardas1708 Pavardė1708 9 3 6 6 10 6 6 4 2 6 7
Vardas1709 Pavardė1709 1 1 2 6 9 7 9 7 3 7 2
Vardas1710 Pavardė1710 1 5 10 1 3 6 6 7 6 3 9
Vardas1711 Pavardė1711 5 7 10 5 6 7 5 3 7 9 5
Vardas1712 Pavardė1712 10 7 1 6 10 4 4 8 9 7 5
Vardas1713 Pavardė1713 8 2 1 4 6 5 6 1 7 6 8
Vardas1714 Pavardė1714 5 6 8 3 6 1 2 1 2 4 1
Vardas1715 Pavardė1715 8 3 2 8 5 1 10 7 2 5 3
Vardas1716 Pavardė1716 2 8 9 8 8 6 1 10 7 9 4
Vardas1717 Pavardė1717 6 7 1 2 2 9 3 7 7 6 7
Vardas1718 Pavardė1718 9 10 6 7 1 7 7 4 8 4 9
Vardas1719 Pavardė1719 2 10 9 3 1 8 1 4 10 1 1
Vardas1720 Pavardė1720 2 4 6 8 3 1 7 4 4 5 10
Vardas1721 Pavardė1721 2 6 8 3 8 9 3 4 1 9 9
Vardas1722 Pavardė1722 4 3 5 2 3 6 10 5 8 6 5
Vardas1723 Pavardė1723 2 3 7 1 7 9 3 5 6 1 4
Vardas1724 Pavardė1724 5 8 10 6 9 7 8 1 10 1 9
Vardas1725 Pavardė1725 5 4 10 10 4 8 5 4 3 4 1
Vardas1726 Pavardė1726 4 5 3 10 6 4 10 10 9 3 5
Vardas1727 Pavardė1727 10 7 6 9 1 5 5 2 1 10 6
Vardas1728 Pavardė1728 1 6 8 2 2 6 4 9 7 1 4
Vardas1729 Pavardė1729 10 1 6 3 1 8 10 10 4 8 6
Vardas1730 Pavardė1730 8 9 9 10 2 4 1 2 5 4 1
Vardas1731 Pavardė1731 8 1 6 4 2 3 9 6 10 5 10
Vardas1732 Pavardė1732 7 8 10 8 9 8 7 8 8 6 4
Vardas1733 Pavardė1733 3 8 6 2 9 5 3 5 8 5 2
Vardas1734 Pavardė1734 2 9 5 6 6 3 4 8 2 9 5
Vardas1735 Pavardė1735 10 10 5 5 9 4 5 6 3 4 6
Vardas1736 Pavardė1736 6 3 3 4 2 1 5 1 8 5 4
Vardas1737 Pavardė1737 2 10 4 9 6 1 5 6 5 2 2
Vardas1738 Pavardė1738 1 10 1 3 2 2 2 8 3 1 2
Vardas1739 Pavardė1739 8 4 5 8 1 7 7 10 9 3 5
Vardas1740 Pavardė1740 3 10 7 2 5 9 6 10 3 9 8
Vardas1741 Pavardė1741 1 3 8 7 4 9 7 6 9 3 5
Vardas1742 Pavardė1742 3 3 4 10 4 7 10 2 2 1 9
Vardas1743 Pavardė1743 1 9 10 10 1 9 10 10 1 3 1
Vardas1744 Pavardė1744 6 5 6 7 8 10 2 2 10 10 7
Vardas1745 Pavardė1745 1 4 7 4 6 3 1 9 1 10 10
Vardas1746 Pavardė1746 8 3 6 2 1 6 2 4 10 5 8
Vardas1747 Pavardė1747 8 8 8 1 2 10 9 4 7 2 1
Vardas1748 Pavardė1748 6 7 8 4 9 6 7 9 2 7 10
Vardas1749 Pavardė1749 3 3 2 5 9 1 1 9 10 4 3
Vardas1750 Pavardė1750 4 9 1 7 8 1 9 1 1 6 6
Vardas1751 Pavardė1751 10 4 1 3 8 10 3 5 6 9 7
Vardas1752 Pavardė1752 1 5 9 6 3 6 3 2 10 3 1
Vardas1753 Pavardė1753 5 3 7 5 8 8 1 9 5 6 6
Vardas1754 Pavardė1754 3 2 7 7 9 6 9 5 5 7 5
Vardas1755 Pavardė1755 6 4 9 10 1 10 1 4 7 7 9
Vardas1756 Pavardė1756 6 8 3 4 8 3 10 10 4 6 8
Vardas1757 Pavardė1757 4 3 3 9 7 10 8 4 6 7 3
Vardas1758 Pavardė1758 2 2 1 3 6 10 6 8 7 5 5
Vardas1759 Pavardė1759 5 10 4 7 3 3 10 6 8 6 8
Vardas1760 Pavardė1760 2 5 7 7 8 6 1 7 5 4 8
Vardas1761 Pavardė1761 6 2 8 7 8 6 10 4 3 2 10
Vardas1762 Pavardė1762 3 3 4 9 10 2 3 8 2 5 10
Vardas1763 Pavardė1763 7 2 8 4 4 10 8 3 5 9 2
Vardas1764 Pavardė1764 6 5 2 4 1 1 5 10 10 3 1
Vardas1765 Pavardė1765 6 9 6 2 2 3 1 2 9 2 8
Vardas1766 Pavardė1766 6 10 8 10 8 4 5 5 4 10 1
Vardas1767 Pavardė1767 8 1 6 1 9 3 2 9 2 6 4
Vardas1768 Pavardė1768 8 4 9 2 2 1 5 2 8 10 4
Vardas1769 Pavardė1769 1 7 2 5 6 9 9 4 1 4 7
Vardas1770 Pavardė1770 8 9 5 10 7 3 7 3 6 9 9
Vardas1771 Pavardė1771 3 8 1 8 3 5 1 7 7 5 1
Vardas1772 Pavardė1772 4 1 5 10 7 7 9 10 7 9 1
Vardas1773 Pavardė1773 4 10 10 2 5 8 5 4 9 3 6
Vardas1774 Pavardė1774 6 8 3 7 5 3 9 8 10 10 7
Vardas1775 Pavardė1775 5 5 6 3 9 10 3 8 2 5 1
Vardas1776 Pavardė1776 4 5 7 3 2 5 4 9 4 6 10
Vardas1777 Pavardė1777 10 9 9 5 4 4 7 9 4 6 10
Vardas1778 Pavardė1778 10 10 6 3 6 3 4 2 10 1 9
Vardas1779 Pavardė1779 5 1 8 5 2 5 2 1 3 5 2
Vardas1780 Pavardė1780 10 2 10 3 2 8 4 1 10 9 6
Vardas1781 Pavardė1781 3 6 6 2 7 2 4 3 6 5 8
Vardas1782 Pavardė1782 2 4 9 4 2 2 5 1 5 2 10
Vardas1783 Pavardė1783 4 5 1 3 3 9 7 10 1 3 5
Vardas1784 Pavardė1784 6 1 2 5 6 9 8 2 10 2 9
Vardas1785 Pavardė1785 1 10 5 2 8 8 5 5 10 5 5
Vardas1786 Pavardė1786 4 6 8 5 4 8 10 7 6 4 7
Vardas1787 Pavardė1787 4 8 4 7 3 10 2 7 7 7 5
Vardas1788 Pavardė1788 9 6 8 7 2 1 5 5 4 6 4
Vardas1789 Pavardė1789 3 3 9 10 4 5 3 5 9 7 9
Vardas1790 Pavardė1790 4 7 9 4 2 2 2 7 3 6 10
Vardas1791 Pavardė1791 3 3 1 3 3 10 4 7 9 7 4
Vardas1792 Pavardė1792 9 7 1 5 1 5 9 1 2 6 10
Vardas1793 Pavardė1793 4 10 10 7 2 7 7 10 6 4 4
Vardas1794 Pavardė1794 10 7 7 1 8 5 7 2 4 4 10
Vardas1795 Pavardė1795 7 2 8 6 1 9 2 7 2 5 7
Vardas1796 Pavardė1796 2 9 6 4 8 4 3 7 8 8 1
Vardas1797 Pavardė1797 4 3 2 10 1 3 8 3 8 7 10
Vardas1798 Pavardė1798 1 2 2 5 6 4 5 1 1 9 9
Vardas1799 Pavardė1799 10 2 3 9 8 5 9 3 7 5 2
Vardas1800 Pavardė1800 8 1 5 1 3 6 3 4 6 4 10
Vardas1801 Pavardė1801 3 5 5 1 2 8 5 3 9 7 6
Vardas1802 Pavardė1802 2 10 2 9 8 4 10 6 2 4 6
Vardas1803 Pavardė1803 8 1 1 1 2 9 5 3 3 2 6
Vardas1804 Pavardė1804 3 5 7 2 3 3 1 8 2 1 8
Vardas1805 Pavardė1805 9 5 8 1 8 3 9 1 7 10 5
Vardas1806 Pavardė1806 3 6 6 6 6 8 7 2 2 8 6
Vardas1807 Pavardė1807 7 7 6 2 10 1 6 4 9 5 3
Vardas1808 Pavardė1808 10 7 6 5 7 10 10 1 2 6 9
Vardas1809 Pavardė1809 7 6 2 3 7 6 9 6 9 3 5
Vardas1810 Pavardė1810 5 6 5 6 9 3 9 5 2 1 9
Vardas1811 Pavardė1811 6 3 1 7 6 7 6 8 10 4 2
Vardas1812 Pavardė1812 2 10 2 4 3 10 8 8 10 10 6
Vardas1813 Pavardė1813 1 10 5 9 5 4 7 2 7 8 5
Vardas1814 Pavardė1814 7 1 3 3 4 1 6 3 10 1 8
Vardas1815 Pavardė1815 4 4 3 10 8 9 1 6 5 3 6
Vardas1816 Pavardė1816 1 9 4 3 5 9 6 10 2 7 7
Vardas1817 Pavardė1817 10 6 2 10 9 6 7 4 9 5 10
Vardas1818 Pavardė1818 3 8 10 4 1 7 10 5 7 7 4
Vardas1819 Pavardė1819 2 7 3 6 6 1 6 7 5 9 1
Vardas1820 Pavardė1820 4 7 7 7 8 5 5 9 9 8 1
Vardas1821 Pavardė1821 1 3 3 7 1 6 4 9 4 9 6
Vardas1822 Pavardė1822 1 1 5 8 6 4 7 1 9 8 1
Vardas1823 Pavardė1823 8 8 1 3 10 6 2 8 6 7 10
Vardas1824 Pavardė1824 1 4 4 1 8 3 10 9 7 9 6
Vardas1825 Pavardė1825 8 4 9 9 5 8 5 10 1 3 6
Vardas1826 Pavardė1826 4 4 7 8 6 7 3 6 2 1 8
Vardas1827 Pavardė1827 4 1 2 1 2 9 7 8 9 1 4
Vardas1828 Pavardė1828 10 6 5 7 4 5 6 3 5 3 7
Vardas1829 Pavardė1829 1 1 1 7 10 8 1 9 2 2 2
Vardas1830 Pavardė1830 9 9 10 9 2 8 10 6 7 8 6
Vardas1831 Pavardė1831 6 2 3 10 10 10 9 3 3 1 6
Vardas1832 Pavardė1832 8 6 4 5 10 10 5 5 6 7 1
Vardas1833 Pavardė1833 8 5 6 10 10 1 4 1 5 2 10
Vardas1834 Pavardė1834 2 8 9 7 2 8 8 10 9 10 10
Vardas1835 Pavardė1835 7 7 5 9 7 8 8 1 4 6 9
Vardas1836 Pavardė1836 5 2 5 6 3 4 10 1 5 1 8
Vardas1837 Pavardė1837 6 1 7 6 8 9 1 4 5 1 10
Vardas1838 Pavardė1838 1 3 2 6 6 1 7 7 10 3 10
Vardas1839 Pavardė1839 8 6 7 2 5 10 5 7 2 5 9
Vardas1840 Pavardė1840 1 5 9 5 10 7 10 10 9 9 6
Vardas1841 Pavardė1841 9 3 4 6 9 7 4 4 9 6 7
Vardas1842 Pavardė1842 5 9 10 3 6 6 10 8 5 8 5
Vardas1843 Pavardė1843 8 10 3 5 6 5 7 2 1 1 8
Vardas1844 Pavardė1844 2 7 10 9 3 3 3 8 7 8 9
Vardas1845 Pavardė1845 4 4 2 4 3 8 10 6 10 7 9
Vardas1846 Pavardė1846 7 2 6 4 4 5 9 1 3 7 7
Vardas1847 Pavardė1847 3 9 8 1 3 10 5 7 4 5 7
Vardas1848 Pavardė1848 1 1 5 10 5 7 9 2 7 1 8
Vardas1849 Pavardė1849 4 5 7 3 9 2 7 4 2 2 8
Vardas1850 Pavardė1850 8 8 7 9 4 10 6 3 1 8 3
Vardas1851 Pavardė1851 4 3 9 7 7 4 5 5 3 6 5
Vardas1852 Pavardė1852 4 6 5 1 3 5 7 8 6 7 6
Vardas1853 Pavardė1853 5 9 7 8 3 10 5 2 3 9 9
Vardas1854 Pavardė1854 9 3 4 2 8 1 9 9 9 1 9
Vardas1855 Pavardė1855 8 3 8 6 3 10 4 4 1 6 6
Vardas1856 Pavardė1856 8 3 1 1 6 6 10 10 3 4 4
Vardas1857 Pavardė1857 7 7 2 7 10 10 7 10 10 1 1
Vardas1858 Pavardė1858 6 5 9 8 8 4 2 4 2 4 2
Vardas1859 Pavardė1859 3 10 5 10 1 2 2 7 6 7 9
Vardas1860 Pavardė1860 6 4 9 7 2 10 4 9 8 5 9
Vardas1861 Pavardė1861 5 6 8 7 10 9 10 5 7 6 2
Vardas1862 Pavardė1862 6 9 7 2 2 10 9 2 7 4 4
Vardas1863 Pavardė1863 5 8 9 10 10 8 5 10 10 10 6
Vardas1864 Pavardė1864 7 1 4 5 1 1 2 6 5 2 1
Vardas1865 Pavardė1865 4 6 7 9 4 3 2 2 1 6 9
Vardas1866 Pavardė1866 10 6 7 9 9 1 1 9 6 8 4
Vardas1867 Pavardė1867 6 10 7 2 10 10 6 3 3 6 5
Vardas1868 Pavardė1868 1 3 6 10 2 4 9 4 9 4 4
Vardas1869 Pavardė1869 1 3 6 5 3 9 4 7 6 9 10
Vardas1870 Pavardė1870 8 6 10 4 1 4 10 8 2 10 2
Vardas1871 Pavardė1871 1 1 4 4 8 3 4 8 6 5 9
Vardas1872 Pavardė1872 8 1 3 3 4 5 3 5 5 3 5
Vardas1873 Pavardė1873 4 1 3 5 8 2 2 2 10 8 1
Vardas1874 Pavardė1874 4 7 10 9 9 4 7 2 6 8 8
Vardas1875 Pavardė1875 8 5 10 6 3 3 5 6 3 5 8
Vardas1876 Pavardė1876 10 7 8 10 3 5 3 10 2 9 4
Vardas1877 Pavardė1877 3 5 2 9 8 3 2 5 1 1 8
Vardas1878 Pavardė1878 8 3 9 3 8 7 9 3 1 8 1
Vardas1879 Pavardė1879 6 10 7 2 5 6 2 6 8 7 6
Vardas1880 Pavardė1880 5 3 1 5 7 8 1 1 8 10 6
Vardas1881 Pavardė1881 6 6 7 9 8 7 1 7 3 7 10
Vardas1882 Pavardė1882 6 4 4 2 10 1 7 8 2 5 4
Vardas1883 Pavardė1883 4 5 10 7 3 7 4 3 2 8 4
Vardas1884 Pavardė1884 3 9 5 2 3 7 4 6 3 10 1
Vardas1885 Pavardė1885 6 5 10 7 4 9 3 10 10 2 5
Vardas1886 Pavardė1886 9 9 8 2 4 1 5 4 7 4 8
Vardas1887 Pavardė1887 1 10 4 2 1 2 9 3 7 3 3
Vardas1888 Pavardė1888 2 5 4 9 10 7 10 10 9 5 8
Vardas1889 Pavardė1889 8 6 7 5 4 6 4 7 10 7 7
Vardas1890 Pavardė1890 2 1 6 6 2 7 10 1 3 4 1
Vardas1891 Pavardė1891 1 4 2 2 7 9 8 6 8 8 8
Vardas1892 Pavardė1892 9 4 10 8 5 1 9 3 2 9 8
Vardas1893 Pavardė1893 5 4 1 1 5 9 6 3 3 6 4
Vardas1894 Pavardė1894 8 4 3 2 8 4 5 4 8 8 9
Vardas1895 Pavardė1895 4 10 2 6 1 7 2 5 7 10 9
Vardas1896 Pavardė1896 3 10 1 9 3 1 7 10 5 10 7
Vardas1897 Pavardė1897 8 9 4 2 3 9 4 6 9 8 5
Vardas1898 Pavardė1898 1 4 6 8 2 5 2 9 3 10 1
Vardas1899 Pavardė1899 3 2 6 1 10 5 3 2 3 6 3
Vardas1900 Pavardė1900 2 7 4 8 8 2 10 4 7 9 4
Vardas1901 Pavardė1901 1 7 5 4 7 4 5 8 10 9 2
Vardas1902 Pavardė1902 7 5 5 5 7 3 2 8 8 3 9
Vardas1903 Pavardė1903 5 4 10 7 7 4 5 2 4 7 7
Vardas1904 Pavardė1904 10 6 2 1 9 5 2 5 3 10 6
Vardas1905 Pavardė1905 8 2 9 2 8 3 2 7 2 6 3
Vardas1906 Pavardė1906 1 7 6 6 10 6 10 3 1 5 5
Vardas1907 Pavardė1907 8 3 7 4 2 8 8 3 1 8 2
Vardas1908 Pavardė1908 6 6 8 4 8 5 6 4 2 5 1
Vardas1909 Pavardė1909 7 5 8 7 6 10 3 7 4 3 5
Vardas1910 Pavardė1910 4 4 1 3 4 8 3 7 10 9 9
Vardas1911 Pavardė1911 7 2 6 2 9 5 9 10 7 4 1
Vardas1912 Pavardė1912 7 9 2 10 10 8 2 10 4 9 2
Vardas1913 Pavardė1913 6 1 2 3 4 10 9 1 10 9 8
Vardas1914 Pavardė1914 9 3 1 5 7 3 10 6 3 4 4
Vardas1915 Pavardė1915 1 2 2 2 8 7 10 6 3 4 10
Vardas1916 Pavardė1916 4 1 5 4 2 4 6 6 2 3 7
Vardas1917 Pavardė1917 5 3 9 4 2 4 3 5 7 3 8
Vardas1918 Pavardė1918 5 7 8 7 10 5 9 9 1 7 9
Vardas1919 Pavardė1919 9 7 8 2 6 10 5 8 5 10 9
Vardas1920 Pavardė1920 4 9 9 10 1 6 4 2 2 5 2
Vardas1921 Pavardė1921 4 2 4 4 7 7 8 1 7 8 10
Vardas1922 Pavardė1922 7 2 9 9 2 8 3 10 10 10 10
Vardas1923 Pavardė1923 2 5 7 4 7 10 9 8 5 2 1
Vardas1924 Pavardė1924 3 5 8 7 4 6 1 5 2 6 6
Vardas1925 Pavardė1925 8 5 6 8 1 4 2 9 10 8 8
Vardas1926 Pavardė1926 6 4 5 5 10 2 1 5 10 4 5
Vardas1927 Pavardė1927 8 3 8 6 7 6 1 5 10 1 2
Vardas1928 Pavardė1928 2 3 7 5 9 6 10 10 3 7 1
Vardas1929 Pavardė1929 6 1 2 4 9 3 9 9 4 7 10
Vardas1930 Pavardė1930 6 6 8 4 7 2 2 6 6 4 8
Vardas1931 Pavardė1931 6 5 5 5 1 3 9 5 4 2 6
Vardas1932 Pavardė1932 4 6 9 2 6 10 1 8 1 2 4
Vardas1933 Pavardė1933 4 10 1 3 5 5 6 2 8 5 1
Vardas1934 Pavardė1934 10 1 1 8 9 1 3 3 4 10 8
Vardas1935 Pavardė1935 9 8 7 6 8 1 1 10 8 6 1
Vardas1936 Pavardė1936 2 2 9 6 6 3 1 4 8 1 5
Vardas1937 Pavardė1937 6 9 7 2 2 3 1 1 5 7 2
Vardas1938 Pavardė1938 8 6 10 7 3 4 6 2 7 3 4
Vardas1939 Pavardė1939 2 10 2 9 3 2 4 6 3 3 1
Vardas1940 Pavardė1940 5 2 6 3 7 8 6 9 5 8 6
Vardas1941 Pavardė1941 3 6 4 4 5 6 2 2 8 10 9
Vardas1942 Pavardė1942 8 4 6 7 7 6 3 7 8 4 6
Vardas1943 Pavardė1943 3 2 1 5 6 10 2 4 9 1 9
Vardas1944 Pavardė1944 10 5 4 4 4 5 5 7 6 5 10
Vardas1945 Pavardė1945 10 1 5 5 4 10 7 2 10 5 4
Vardas1946 Pavardė1946 3 9 3 4 2 2 10 5 6 3 5
Vardas1947 Pavardė1947 8 4 8 9 2 5 5 10 7 1 5
Vardas1948 Pavardė1948 4 5 9 3 1 1 6 2 8 4 7
Vardas1949 Pavardė1949 5 1 4 5 6 6 2 7 8 7 9
Vardas1950 Pavardė1950 7 6 3 4 1 9 4 2 4 2 10
Vardas1951 Pavardė1951 10 2 6 2 6 10 4 10 1 2 7
Vardas1952 Pavardė1952 2 7 3 8 2 9 9 8 5 7 8
Vardas1953 Pavardė1953 3 7 10 8 3 5 6 3 1 1 10
Vardas1954 Pavardė1954 5 8 9 10 3 1 5 3 9 5 6
Vardas1955 Pavardė1955 5 7 8 2 1 3 5 8 7 10 5
Vardas1956 Pavardė1956 3 4 1 7 9 5 2 8 9 3 5
Vardas1957 Pavardė1957 9 6 1 2 3 7 8 4 6 9 8
Vardas1958 Pavardė1958 1 9 4 3 10 10 2 1 1 2 7
Vardas1959 Pavardė1959 4 5 1 9 7 1 4 2 4 6 5
Vardas1960 Pavardė1960 7 6 8 9 4 5 2 8 7 1 5
Vardas1961 Pavardė1961 4 4 6 3 8 6 7 4 8 3 2
Vardas1962 Pavardė1962 1 3 2 10 8 10 8 10 1 5 1
Vardas1963 Pavardė1963 6 2 10 6 2 8 3 5 6 10 5
Vardas1964 Pavardė1964 8 7 3 6 8 1 5 1 1 10 3
Vardas1965 Pavardė1965 3 1 8 6 1 7 8 10 2 4 9
Vardas1966 Pavardė1966 5 8 1 1 9 6 6 5 1 1 10
Vardas1967 Pavardė1967 9 5 2 5 6 4 7 9 3 2 9
Vardas1968 Pavardė1968 3 5 1 2 9 7 9 6 7 5 6
Vardas1969 Pavardė1969 8 9 9 6 3 9 2 1 5 1 7
